	Unnamed: 0	scene_id	raw_text	characters	cOPN	dialog_state	sent	utterance	context	labels	Uttr_EmoBERTa_label	Dialog_EmoBERTa_label
10	10	02_e16_c13(0) 	"[['Joey Tribbiani', ' Hey.'], ['Chandler Bing', ' Hey.'], ['Joey Tribbiani', "" Hey listen, I'm sorry about what happened. . .""], ['Chandler Bing', ' Yeah me too.'], ['Joey Tribbiani', ' I know. Yeah.'], ['Chandler Bing', ' Yeah. So do we need to hug here or. . .'], ['Joey Tribbiani', "" No, we're alright.""], ['Chandler Bing', ' So I got ya something. [tosses Joey a bag of plastic spoons]'], ['Joey Tribbiani', ' Plastic spoons. Great.'], ['Chandler Bing', ' Lick away my man.'], ['Joey Tribbiani', "" These'll go great in my new place. You know, 'till I get real ones.""], ['Chandler Bing', ' What?'], ['Joey Tribbiani', "" Well, I can't use these forever. I mean, let's face it, they're no friend to the environment.""], ['Chandler Bing', "" No-no, I mean what, what's this about your new place?""], ['Joey Tribbiani', "" I'm movin' out like we talked about.""], ['Chandler Bing', "" Well I didn't think that was serious. [grabs the spoons back] Ya know I thought that was just a fight.""], ['Joey Tribbiani', ' Well, it was a fight. . . based on serious stuff, remember. About how I never lived alone or anything. I just think it would be good for me, ya know, help me to grow or. . . whatever.'], ['Chandler Bing', ' Well, there you go.'], ['Joey Tribbiani', "" Hey, are you cool with this. I mean, I don't want to leave you high and dry.""], ['Chandler Bing', "" Hey, no, I've never been lower or wetter. I'll be fine. I'll just turn your, uh, bedroom into a game room or somethin', you know, put the foosball table in there.""], ['Joey Tribbiani', ' Woah. Why do you get to keep the table?'], ['Chandler Bing', ' I did pay for half of it.']]"	Joey Tribbiani	True	[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]	 Hey. Hey. Hey listen, I'm sorry about what happened. . . Yeah me too. I know. Yeah. Yeah. So do we need to hug here or. . . No, we're alright. So I got ya something. [tosses Joey a bag of plastic spoons] Plastic spoons. Great. Lick away my man. These'll go great in my new place. You know, 'till I get real ones. What? Well, I can't use these forever. I mean, let's face it, they're no friend to the environment. No-no, I mean what, what's this about your new place? I'm movin' out like we talked about. Well I didn't think that was serious. [grabs the spoons back] Ya know I thought that was just a fight. Well, it was a fight. . . based on serious stuff, remember. About how I never lived alone or anything. I just think it would be good for me, ya know, help me to grow or. . . whatever. Well, there you go. Hey, are you cool with this. I mean, I don't want to leave you high and dry. Hey, no, I've never been lower or wetter. I'll be fine. I'll just turn your, uh, bedroom into a game room or somethin', you know, put the foosball table in there. Woah. Why do you get to keep the table? I did pay for half of it.	  Hey.  Hey listen, I'm sorry about what happened. . .  I know. Yeah.  No, we're alright.  Plastic spoons. Great.  These'll go great in my new place. You know, 'till I get real ones.  Well, I can't use these forever. I mean, let's face it, they're no friend to the environment.  I'm movin' out like we talked about.  Well, it was a fight. . . based on serious stuff, remember. About how I never lived alone or anything. I just think it would be good for me, ya know, help me to grow or. . . whatever.  Hey, are you cool with this. I mean, I don't want to leave you high and dry.  Woah. Why do you get to keep the table?	  Hey.  Yeah me too.  Yeah. So do we need to hug here or. . .  So I got ya something. [tosses Joey a bag of plastic spoons]  Lick away my man.  What?  No-no, I mean what, what's this about your new place?  Well I didn't think that was serious. [grabs the spoons back] Ya know I thought that was just a fight.  Well, there you go.  Hey, no, I've never been lower or wetter. I'll be fine. I'll just turn your, uh, bedroom into a game room or somethin', you know, put the foosball table in there.  I did pay for half of it.	1	anger	['joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'anger', 'neutral', 'neutral', 'anger', 'neutral', 'joy', 'neutral']
11	11	03_e01_c02(0) 	"[['Rachel', ' Nooo Way! The most romantic song ever is The Way We Were.'], ['Phoebe', "" See, I-I think that one that Elton John wrote for, um, that guy on Who's The Boss.""], ['Rachel', ' What song was that, Pheebs?'], ['Phoebe', ' (singing) Hold me close, young Tony Dan-za.'], ['Phoebe', ' Hi Monica!'], ['Ross', ' Hey Mon!'], ['Rachel', ' Hey Mon!']]"	Ross	True	[0, 0, 0, 0, 0, 1, 0]	 Nooo Way! The most romantic song ever is The Way We Were. See, I-I think that one that Elton John wrote for, um, that guy on Who's The Boss. What song was that, Pheebs? (singing) Hold me close, young Tony Dan-za. Hi Monica! Hey Mon! Hey Mon!	  Hey Mon!	  Nooo Way! The most romantic song ever is The Way We Were.  See, I-I think that one that Elton John wrote for, um, that guy on Who's The Boss.  What song was that, Pheebs?  (singing) Hold me close, young Tony Dan-za.  Hi Monica!  Hey Mon!	1	neutral	['neutral', 'neutral', 'anger', 'joy', 'neutral', 'neutral', 'neutral']
12	12	01_e11_c09(0) 	"[['Monica Geller', ' Hey.'], ['Rachel Green', ' Hey.'], ['Monica Geller', "" (Reading) 'A Woman Undone, by Rachel Karen Green'.""], ['Rachel Green', "" Yeah. Thought I'd give it a shot. I'm still on the first chapter. Now, do you think his 'love stick can be liberated from its denim prison'?""], ['Monica Geller', "" (Reads) Yeah, I'd say so. And there's no 'j' in 'engorged'.""], ['Phoebe Buffay', ' (Walks up with her guitar) Hey Rach.'], ['Rachel Green', ' Hey.'], ['Phoebe Buffay', ' Hello.'], ['Monica Geller', ' Hello.'], ['Phoebe Buffay', ' Going to the hospital tonight?'], ['Monica Geller', ' No, you?'], ['Phoebe Buffay', ' No, you?'], ['Monica Geller', ' You just asked me.'], ['Phoebe Buffay', ' Okay, maybe it was a trick question. (Plays a few chords) Um, Rachel can we do this now?']]"	Phoebe Buffay	True	[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]	 Hey. Hey. (Reading) 'A Woman Undone, by Rachel Karen Green'. Yeah. Thought I'd give it a shot. I'm still on the first chapter. Now, do you think his 'love stick can be liberated from its denim prison'? (Reads) Yeah, I'd say so. And there's no 'j' in 'engorged'. (Walks up with her guitar) Hey Rach. Hey. Hello. Hello. Going to the hospital tonight? No, you? No, you? You just asked me. Okay, maybe it was a trick question. (Plays a few chords) Um, Rachel can we do this now?	  (Walks up with her guitar) Hey Rach.  Hello.  Going to the hospital tonight?  No, you?  Okay, maybe it was a trick question. (Plays a few chords) Um, Rachel can we do this now?	  Hey.  Hey.  (Reading) 'A Woman Undone, by Rachel Karen Green'.  Yeah. Thought I'd give it a shot. I'm still on the first chapter. Now, do you think his 'love stick can be liberated from its denim prison'?  (Reads) Yeah, I'd say so. And there's no 'j' in 'engorged'.  Hey.  Hello.  No, you?  You just asked me.	1	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
13	13	03_e25_c05(0) 	"[['Joey', "" (getting an idea) Hey, y'know what a really good rainy day game is?""], ['Monica', ' What?!'], ['Joey', ' I mean naked game. Strip poker, we should totally play strip poker.'], ['All', ' No, no!'], ['Monica', ' What are you crazy?!'], ['Joey', "" Come on! When you go away, you-you have to play, it's like a law!""]]"	Joey	False	[1, 0, 1, 0, 0, 1]	 (getting an idea) Hey, y'know what a really good rainy day game is? What?! I mean naked game. Strip poker, we should totally play strip poker. No, no! What are you crazy?! Come on! When you go away, you-you have to play, it's like a law!	  (getting an idea) Hey, y'know what a really good rainy day game is?  I mean naked game. Strip poker, we should totally play strip poker.  Come on! When you go away, you-you have to play, it's like a law!	  What?!  No, no!  What are you crazy?!	0	anger	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
14	14	04_e17_c04(0) 	"[['Rachel', ' Is that the heartbeat?'], ['The Doctor', "" That's it.""], ['Phoebe', ' Oh my God!'], ['Rachel', ' Oh wow! This is so cool.'], ['The Doctor', ' Have we talked about the possibility of multiple births?'], ['Phoebe', "" Why don't take care of this one, and should I get pregnant again, I'll hold onto your card, okay?""], ['The Doctor', "" No, I'm getting three separate heartbeats.""], ['Phoebe', "" Three? You guys were worried I wouldn't even have one!""], ['The Doctor', ' Doctors are wrong all the time.'], ['Phoebe', ' Well, yeah.']]"	The Doctor	True	[0, 1, 0, 0, 1, 0, 1, 0, 1, 0]	 Is that the heartbeat? That's it. Oh my God! Oh wow! This is so cool. Have we talked about the possibility of multiple births? Why don't take care of this one, and should I get pregnant again, I'll hold onto your card, okay? No, I'm getting three separate heartbeats. Three? You guys were worried I wouldn't even have one! Doctors are wrong all the time. Well, yeah.	  That's it.  Have we talked about the possibility of multiple births?  No, I'm getting three separate heartbeats.  Doctors are wrong all the time.	  Is that the heartbeat?  Oh my God!  Oh wow! This is so cool.  Why don't take care of this one, and should I get pregnant again, I'll hold onto your card, okay?  Three? You guys were worried I wouldn't even have one!  Well, yeah.	1	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'neutral']
15	15	04_e24_c17(0) 	[['Felicity', ' (In a sexy voice.)Hello Joey.'], ['Joey', ' Hey, Felicity.'], ['Felicity', ' Umm, I thought about you all day.'], ['Joey', ' Yeah.'], ['Felicity', ' Um-hum. Talk New York to me again.'], ['Joey', ' (In a New York accent.) Fuggetaboutit. (She giggles.) How you doin?'], ['Felicity', ' Mmm. (She pushes him up against the wall and they begin to kiss.)'], ['Joey', ' Oh, yeah.']]	Joey	False	[0, 1, 0, 1, 0, 1, 0, 1]	 (In a sexy voice.)Hello Joey. Hey, Felicity. Umm, I thought about you all day. Yeah. Um-hum. Talk New York to me again. (In a New York accent.) Fuggetaboutit. (She giggles.) How you doin? Mmm. (She pushes him up against the wall and they begin to kiss.) Oh, yeah.	  Hey, Felicity.  Yeah.  (In a New York accent.) Fuggetaboutit. (She giggles.) How you doin?  Oh, yeah.	  (In a sexy voice.)Hello Joey.  Umm, I thought about you all day.  Um-hum. Talk New York to me again.  Mmm. (She pushes him up against the wall and they begin to kiss.)	0	neutral	['neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
16	16	02_e10_c08(0) 	"[['Rachel Green', ' Did Joey say what he was gonna go when he left?'], ['Chandler Bing', "" No, I don't even think he knew. Hey, would you sleep with somebody to get a great job?""], ['Rachel Green', "" I don't know. Who would I have to sleep with?""], ['Chandler Bing', ' Me.'], ['Rachel Green', ' Why would I have to sleep with you?']]"	Rachel Green	False	[1, 0, 1, 0, 1]	 Did Joey say what he was gonna go when he left? No, I don't even think he knew. Hey, would you sleep with somebody to get a great job? I don't know. Who would I have to sleep with? Me. Why would I have to sleep with you?	  Did Joey say what he was gonna go when he left?  I don't know. Who would I have to sleep with?  Why would I have to sleep with you?	  No, I don't even think he knew. Hey, would you sleep with somebody to get a great job?  Me.	0	joy	['neutral', 'neutral', 'neutral', 'joy', 'neutral']
17	17	01_e14_c02(0) 	"[['Monica Geller', ' You can not do this.'], ['Rachel Green', ' Do what, do what?'], ['Monica Geller', ' Roger wants to take her out tomorrow night.'], ['Rachel Green', "" No! Phoebes! Don't you remember why you dumped the guy?""], ['Phoebe Buffay', "" 'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!""], ['Monica Geller', ' But Phoebe, you can go out with a creepy guy any night of the year. I know I do.']]"	Monica Geller	False	[1, 0, 1, 0, 0, 1]	 You can not do this. Do what, do what? Roger wants to take her out tomorrow night. No! Phoebes! Don't you remember why you dumped the guy? 'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day! But Phoebe, you can go out with a creepy guy any night of the year. I know I do.	  You can not do this.  Roger wants to take her out tomorrow night.  But Phoebe, you can go out with a creepy guy any night of the year. I know I do.	  Do what, do what?  No! Phoebes! Don't you remember why you dumped the guy?  'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!	0	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
18	18	01_e24_c02(0) 	"[['Monica Geller', "" Man's got a point.""], ['Joey Tribbiani', ' Well, the tough thing is, she really wants to have sex with me.'], ['Chandler Bing', ' Crazy bitch.'], ['Joey Tribbiani', "" Yeah, well, I still got a week left to go in the program, and according to the rules, if I want to get the money I'm not allowed to conduct any... ersonal experiments, if you know what I mean.""], ['Monica Geller', ' Joey... we always know what you mean.'], ['Phoebe Buffay', ' Hey.'], ['Monica Geller', ' Hey.'], ['Ross Geller', ' Hey. (Phoebe sees his bags)'], ['Phoebe Buffay', ' How long did you think this barbecue was gonna last?'], ['Ross Geller', "" I'm going to China.""], ['Phoebe Buffay', ' Jeez, you say one thing, and...'], ['Monica Geller', "" You're going to China?""], ['Ross Geller', "" Yeah, i-it's for the museum. Someone found a bone, we want the bone, but they don't want us to have the bone, so I'm going over there to try to persuade them to give us the boit'sit's a whole big bone thing. Anyway, I'm gonna be gone for like, uh... like a week, so, uh, if you wanna reach me, y-you can't. So here's my itinerary (hands a sheet of paper to Monica). Um... here's a picture of me... (hands it to Monica)""], ['Phoebe Buffay', ' Oh, let me see! (takes the picture)'], ['Ross Geller', "" (to Monica): Could you take it to Carol's every now and then, and show it to Ben, just so he doesn't forget me?""], ['Monica Geller', ' Yeah.'], ['Phoebe Buffay', "" Hi, Ben. I'm your father. I am... the head. Aaaaaahhhh.... (puts picture down, sees Ross staring at her) Alright, this barbecue is gonna be very fun.""]]"	Phoebe Buffay	True	[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]	 Man's got a point. Well, the tough thing is, she really wants to have sex with me. Crazy bitch. Yeah, well, I still got a week left to go in the program, and according to the rules, if I want to get the money I'm not allowed to conduct any... ersonal experiments, if you know what I mean. Joey... we always know what you mean. Hey. Hey. Hey. (Phoebe sees his bags) How long did you think this barbecue was gonna last? I'm going to China. Jeez, you say one thing, and... You're going to China? Yeah, i-it's for the museum. Someone found a bone, we want the bone, but they don't want us to have the bone, so I'm going over there to try to persuade them to give us the boit'sit's a whole big bone thing. Anyway, I'm gonna be gone for like, uh... like a week, so, uh, if you wanna reach me, y-you can't. So here's my itinerary (hands a sheet of paper to Monica). Um... here's a picture of me... (hands it to Monica) Oh, let me see! (takes the picture) (to Monica): Could you take it to Carol's every now and then, and show it to Ben, just so he doesn't forget me? Yeah. Hi, Ben. I'm your father. I am... the head. Aaaaaahhhh.... (puts picture down, sees Ross staring at her) Alright, this barbecue is gonna be very fun.	  Hey.  How long did you think this barbecue was gonna last?  Jeez, you say one thing, and...  Oh, let me see! (takes the picture)  Hi, Ben. I'm your father. I am... the head. Aaaaaahhhh.... (puts picture down, sees Ross staring at her) Alright, this barbecue is gonna be very fun.	  Man's got a point.  Well, the tough thing is, she really wants to have sex with me.  Crazy bitch.  Yeah, well, I still got a week left to go in the program, and according to the rules, if I want to get the money I'm not allowed to conduct any... ersonal experiments, if you know what I mean.  Joey... we always know what you mean.  Hey.  Hey. (Phoebe sees his bags)  I'm going to China.  You're going to China?  Yeah, i-it's for the museum. Someone found a bone, we want the bone, but they don't want us to have the bone, so I'm going over there to try to persuade them to give us the boit'sit's a whole big bone thing. Anyway, I'm gonna be gone for like, uh... like a week, so, uh, if you wanna reach me, y-you can't. So here's my itinerary (hands a sheet of paper to Monica). Um... here's a picture of me... (hands it to Monica)  (to Monica): Could you take it to Carol's every now and then, and show it to Ben, just so he doesn't forget me?  Yeah.	1	joy	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'neutral']
19	19	03_e06_c09(0) 	"[['Monica', ' Oh my God!!! What are you doing?!!'], ['Joey', ' You said, you wanna come in for some lemonade?'], ['Monica', ' So?!'], ['Joey', "" Whoa, ah!! We're you just gonna give me some lemonade?""]]"	Joey	True	[0, 1, 0, 1]	 Oh my God!!! What are you doing?!! You said, you wanna come in for some lemonade? So?! Whoa, ah!! We're you just gonna give me some lemonade?	  You said, you wanna come in for some lemonade?  Whoa, ah!! We're you just gonna give me some lemonade?	  Oh my God!!! What are you doing?!!  So?!	1	joy	['neutral', 'neutral', 'neutral', 'neutral']
20	20	04_e23_c02(1) 	"[['Rachel', "" Because, I can't! Ross, I told you, no. I can't.""], ['Ross', ' This is my wedding.'], ['Monica', "" All right, y'know what? We really are late! Let's go! Let's go! Let's go!!""], ['Ross', "" Fine. You'll-you'll watch it on video when we get back.""], ['Chandler', "" (entering, with Phoebe's book.) Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.""], ['Phoebe', ' (laughs) Thank you.']]"	Phoebe	True	[0, 0, 0, 0, 0, 1]	 Because, I can't! Ross, I told you, no. I can't. This is my wedding. All right, y'know what? We really are late! Let's go! Let's go! Let's go!! Fine. You'll-you'll watch it on video when we get back. (entering, with Phoebe's book.) Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo. (laughs) Thank you.	  (laughs) Thank you.	  Because, I can't! Ross, I told you, no. I can't.  This is my wedding.  All right, y'know what? We really are late! Let's go! Let's go! Let's go!!  Fine. You'll-you'll watch it on video when we get back.  (entering, with Phoebe's book.) Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.	1	joy	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']
