	Speaker_1	Speaker_2	Utterance_1	Utterance_2	Utterance_3	Emotion_1	Emotion_2	Emotion_3	dialog_state	labels	utterance	context	sent	emo_label	raw_text
5518	Phoebe	Ross	Oh no! Why?	Well, now I do!!	I'm sorry.	fear	anger	sadness	[1, 0, 1]	0	Oh no! Why? I'm sorry.	Well, now I do!!	Oh no! Why? Well, now I do!! I'm sorry.	['fear', 'anger', 'sadness']	"[['Phoebe', 'Oh no! Why?'], ['Ross', 'Well, now I do!!'], ['Phoebe', ""I'm sorry.""]]"
5519	Rachel	Friend	What?	You missed the exit!	Oh, sorry.	neutral	anger	sadness	[1, 0, 1]	0	What? Oh, sorry.	You missed the exit!	What? You missed the exit! Oh, sorry.	['neutral', 'anger', 'sadness']	[['Rachel', 'What?'], ['Friend', 'You missed the exit!'], ['Rachel', 'Oh, sorry.']]
5520	Rachel	Friend	Oh, sorry.	My God, what were you thinking about?	Um, Barry.	sadness	fear	fear	[1, 0, 1]	0	Oh, sorry. Um, Barry.	My God, what were you thinking about?	Oh, sorry. My God, what were you thinking about? Um, Barry.	['sadness', 'fear', 'fear']	[['Rachel', 'Oh, sorry.'], ['Friend', 'My God, what were you thinking about?'], ['Rachel', 'Um, Barry.']]
5521	Joey	Phoebe	Question. Was ah, 'Egg the Gellers!' the war cry of your neighbourhood?	Ewww! Oh! It's the Mattress King!	Booo!!	neutral	sadness	sadness	[1, 0, 1]	1	Question. Was ah, 'Egg the Gellers!' the war cry of your neighbourhood? Booo!!	Ewww! Oh! It's the Mattress King!	Question. Was ah, 'Egg the Gellers!' the war cry of your neighbourhood? Ewww! Oh! It's the Mattress King! Booo!!	['neutral', 'sadness', 'sadness']	"[['Joey', ""Question. Was ah, 'Egg the Gellers!' the war cry of your neighbourhood?""], ['Phoebe', ""Ewww! Oh! It's the Mattress King!""], ['Joey', 'Booo!!']]"
5522	Phoebe	Monica	Ugh! I don't know Monica. It feels funny just being here. I mean if you buy a bed from Janice's ex-husband, that's like betraying Chandler.	Not at these prices.	Hi. Y'know in England this car would be on the other side of the store. Woo!	fear	neutral	joy	[1, 0, 1]	0	Ugh! I don't know Monica. It feels funny just being here. I mean if you buy a bed from Janice's ex-husband, that's like betraying Chandler. Hi. Y'know in England this car would be on the other side of the store. Woo!	Not at these prices.	Ugh! I don't know Monica. It feels funny just being here. I mean if you buy a bed from Janice's ex-husband, that's like betraying Chandler. Not at these prices. Hi. Y'know in England this car would be on the other side of the store. Woo!	['fear', 'neutral', 'joy']	"[['Phoebe', ""Ugh! I don't know Monica. It feels funny just being here. I mean if you buy a bed from Janice's ex-husband, that's like betraying Chandler.""], ['Monica', 'Not at these prices.'], ['Phoebe', ""Hi. Y'know in England this car would be on the other side of the store. Woo!""]]"
5523	Monica	Phoebe	Not at these prices.	Hi. Y'know in England this car would be on the other side of the store. Woo!	Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.	neutral	joy	joy	[1, 0, 1]	0	Not at these prices. Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.	Hi. Y'know in England this car would be on the other side of the store. Woo!	Not at these prices. Hi. Y'know in England this car would be on the other side of the store. Woo! Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.	['neutral', 'joy', 'joy']	"[['Monica', 'Not at these prices.'], ['Phoebe', ""Hi. Y'know in England this car would be on the other side of the store. Woo!""], ['Monica', 'Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.']]"
5524	Rachel	Leonard	Hi Daddy!	This where they put it? What, there no table available in the kitchen! Hello, baby.	You remember Ross.	joy	joy	neutral	[1, 0, 1]	0	Hi Daddy! You remember Ross.	This where they put it? What, there no table available in the kitchen! Hello, baby.	Hi Daddy! This where they put it? What, there no table available in the kitchen! Hello, baby. You remember Ross.	['joy', 'joy', 'neutral']	[['Rachel', 'Hi Daddy!'], ['Leonard', 'This where they put it? What, there no table available in the kitchen! Hello, baby.'], ['Rachel', 'You remember Ross.']]
5525	Ross	Rachel	Four percent. Okay. I tip more than that when there's a bug in my food.	Ross, tonight was about the two of you getting along. Oh, would you just see my chiropractor, already.	Yeah, I'm gonna go to a doctor who went to school in a mini-mall.	neutral	anger	neutral	[1, 0, 1]	0	Four percent. Okay. I tip more than that when there's a bug in my food. Yeah, I'm gonna go to a doctor who went to school in a mini-mall.	Ross, tonight was about the two of you getting along. Oh, would you just see my chiropractor, already.	Four percent. Okay. I tip more than that when there's a bug in my food. Ross, tonight was about the two of you getting along. Oh, would you just see my chiropractor, already. Yeah, I'm gonna go to a doctor who went to school in a mini-mall.	['neutral', 'anger', 'neutral']	"[['Ross', ""Four percent. Okay. I tip more than that when there's a bug in my food.""], ['Rachel', 'Ross, tonight was about the two of you getting along. Oh, would you just see my chiropractor, already.'], ['Ross', ""Yeah, I'm gonna go to a doctor who went to school in a mini-mall.""]]"
5526	Phoebe	Rachel	I'm, I'm freaking out! Monica kinda trusted me with something and she shouldn't have! All right, I haven't lived here in a while, so I have to ask you something. Does Monica still turn on the lights in her bedroom?	Um. yeah.	I am soo dead.	neutral	neutral	sadness	[1, 0, 1]	0	I'm, I'm freaking out! Monica kinda trusted me with something and she shouldn't have! All right, I haven't lived here in a while, so I have to ask you something. Does Monica still turn on the lights in her bedroom? I am soo dead.	Um. yeah.	I'm, I'm freaking out! Monica kinda trusted me with something and she shouldn't have! All right, I haven't lived here in a while, so I have to ask you something. Does Monica still turn on the lights in her bedroom? Um. yeah. I am soo dead.	['neutral', 'neutral', 'sadness']	"[['Phoebe', ""I'm, I'm freaking out! Monica kinda trusted me with something and she shouldn't have! All right, I haven't lived here in a while, so I have to ask you something. Does Monica still turn on the lights in her bedroom?""], ['Rachel', 'Um. yeah.'], ['Phoebe', 'I am soo dead.']]"
5527	Rachel	Phoebe	Um. yeah.	I am soo dead.	All right, look, here's the bottom line Ross, this is fixable, if we act fast, okay. So, I'll invite him to brunch tomorrow and you can make nice.	neutral	sadness	neutral	[1, 0, 1]	0	Um. yeah. All right, look, here's the bottom line Ross, this is fixable, if we act fast, okay. So, I'll invite him to brunch tomorrow and you can make nice.	I am soo dead.	Um. yeah. I am soo dead. All right, look, here's the bottom line Ross, this is fixable, if we act fast, okay. So, I'll invite him to brunch tomorrow and you can make nice.	['neutral', 'sadness', 'neutral']	"[['Rachel', 'Um. yeah.'], ['Phoebe', 'I am soo dead.'], ['Rachel', ""All right, look, here's the bottom line Ross, this is fixable, if we act fast, okay. So, I'll invite him to brunch tomorrow and you can make nice.""]]"
5528	Rachel	Ross	Okay, look, Ross, I realise that my Father is difficult, but that's why you have got to be the bigger man here.	Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!'	Okay, well can't you just try it one more time Ross? For me? For me?	joy	neutral	sadness	[1, 0, 1]	0	Okay, look, Ross, I realise that my Father is difficult, but that's why you have got to be the bigger man here. Okay, well can't you just try it one more time Ross? For me? For me?	Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!'	Okay, look, Ross, I realise that my Father is difficult, but that's why you have got to be the bigger man here. Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!' Okay, well can't you just try it one more time Ross? For me? For me?	['joy', 'neutral', 'sadness']	"[['Rachel', ""Okay, look, Ross, I realise that my Father is difficult, but that's why you have got to be the bigger man here.""], ['Ross', ""Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!'""], ['Rachel', ""Okay, well can't you just try it one more time Ross? For me? For me?""]]"
5529	Ross	Rachel	Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!'	Okay, well can't you just try it one more time Ross? For me? For me?	Okay, okay, okay. I'll get the bagels.	neutral	sadness	sadness	[1, 0, 1]	0	Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!' Okay, okay, okay. I'll get the bagels.	Okay, well can't you just try it one more time Ross? For me? For me?	Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!' Okay, well can't you just try it one more time Ross? For me? For me? Okay, okay, okay. I'll get the bagels.	['neutral', 'sadness', 'sadness']	"[['Ross', ""Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!'""], ['Rachel', ""Okay, well can't you just try it one more time Ross? For me? For me?""], ['Ross', ""Okay, okay, okay. I'll get the bagels.""]]"
5530	Monica	Phoebe	What's this?	Isn't it cool! Varoom! Varoom!	This is not the bed I ordered!	fear	joy	anger	[1, 0, 1]	0	What's this? This is not the bed I ordered!	Isn't it cool! Varoom! Varoom!	What's this? Isn't it cool! Varoom! Varoom! This is not the bed I ordered!	['fear', 'joy', 'anger']	"[['Monica', ""What's this?""], ['Phoebe', ""Isn't it cool! Varoom! Varoom!""], ['Monica', 'This is not the bed I ordered!']]"
5531	Phoebe	Monica	Isn't it cool! Varoom! Varoom!	This is not the bed I ordered!	I know, you must've won like a contest or something!	joy	anger	joy	[1, 0, 1]	0	Isn't it cool! Varoom! Varoom! I know, you must've won like a contest or something!	This is not the bed I ordered!	Isn't it cool! Varoom! Varoom! This is not the bed I ordered! I know, you must've won like a contest or something!	['joy', 'anger', 'joy']	"[['Phoebe', ""Isn't it cool! Varoom! Varoom!""], ['Monica', 'This is not the bed I ordered!'], ['Phoebe', ""I know, you must've won like a contest or something!""]]"
5532	Monica	Phoebe	This is not the bed I ordered!	I know, you must've won like a contest or something!	Phoebe!	anger	joy	anger	[1, 0, 1]	0	This is not the bed I ordered! Phoebe!	I know, you must've won like a contest or something!	This is not the bed I ordered! I know, you must've won like a contest or something! Phoebe!	['anger', 'joy', 'anger']	"[['Monica', 'This is not the bed I ordered!'], ['Phoebe', ""I know, you must've won like a contest or something!""], ['Monica', 'Phoebe!']]"
5533	Monica	Phoebe	Why is this car in my bedroom?	I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it...	When did I sign for it?	anger	fear	anger	[1, 0, 1]	0	Why is this car in my bedroom? When did I sign for it?	I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it...	Why is this car in my bedroom? I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it... When did I sign for it?	['anger', 'fear', 'anger']	"[['Monica', 'Why is this car in my bedroom?'], ['Phoebe', ""I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it...""], ['Monica', 'When did I sign for it?']]"
5534	Phoebe	Monica	I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it...	When did I sign for it?	When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!	fear	anger	fear	[1, 0, 1]	0	I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it... When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!	When did I sign for it?	I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it... When did I sign for it? When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!	['fear', 'anger', 'fear']	"[['Phoebe', ""I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it...""], ['Monica', 'When did I sign for it?'], ['Phoebe', ""When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!""]]"
5535	Monica	Phoebe	When did I sign for it?	When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!	Did you make brownies today?	anger	fear	neutral	[1, 0, 1]	0	When did I sign for it? Did you make brownies today?	When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!	When did I sign for it? When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open! Did you make brownies today?	['anger', 'fear', 'neutral']	"[['Monica', 'When did I sign for it?'], ['Phoebe', ""When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!""], ['Monica', 'Did you make brownies today?']]"
5536	Monica	Chandler	Did you make brownies today?	Knock, knock.	Quick, take off your dress, he won't notice the bed.	neutral	neutral	joy	[1, 0, 1]	0	Did you make brownies today? Quick, take off your dress, he won't notice the bed.	Knock, knock.	Did you make brownies today? Knock, knock. Quick, take off your dress, he won't notice the bed.	['neutral', 'neutral', 'joy']	"[['Monica', 'Did you make brownies today?'], ['Chandler', 'Knock, knock.'], ['Monica', ""Quick, take off your dress, he won't notice the bed.""]]"
5537	Chandler	Monica	Knock, knock.	Quick, take off your dress, he won't notice the bed.	Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.	neutral	joy	anger	[1, 0, 1]	0	Knock, knock. Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.	Quick, take off your dress, he won't notice the bed.	Knock, knock. Quick, take off your dress, he won't notice the bed. Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.	['neutral', 'joy', 'anger']	"[['Chandler', 'Knock, knock.'], ['Monica', ""Quick, take off your dress, he won't notice the bed.""], ['Chandler', ""Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.""]]"
5538	Chandler	Phoebe	Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.	It's Monica's bed. What?	Okay. It's a racecar.	anger	fear	anger	[1, 0, 1]	0	Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp. Okay. It's a racecar.	It's Monica's bed. What?	Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp. It's Monica's bed. What? Okay. It's a racecar.	['anger', 'fear', 'anger']	"[['Chandler', ""Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.""], ['Phoebe', ""It's Monica's bed. What?""], ['Chandler', ""Okay. It's a racecar.""]]"
5539	Phoebe	Chandler	It's Monica's bed. What?	Okay. It's a racecar.	So. This has always been Monica's bed, what you're just noticing now, how self-involved are you?	fear	anger	fear	[1, 0, 1]	0	It's Monica's bed. What? So. This has always been Monica's bed, what you're just noticing now, how self-involved are you?	Okay. It's a racecar.	It's Monica's bed. What? Okay. It's a racecar. So. This has always been Monica's bed, what you're just noticing now, how self-involved are you?	['fear', 'anger', 'fear']	"[['Phoebe', ""It's Monica's bed. What?""], ['Chandler', ""Okay. It's a racecar.""], ['Phoebe', ""So. This has always been Monica's bed, what you're just noticing now, how self-involved are you?""]]"
5540	Joey	Student	Wow! That was good. That was... Tweezers?	No.	Whoa. That was really good.	joy	neutral	joy	[1, 0, 1]	1	Wow! That was good. That was... Tweezers? Whoa. That was really good.	No.	Wow! That was good. That was... Tweezers? No. Whoa. That was really good.	['joy', 'neutral', 'joy']	[['Joey', 'Wow! That was good. That was... Tweezers?'], ['Student', 'No.'], ['Joey', 'Whoa. That was really good.']]
5541	Chandler	Joey	You told him to play the boxer gay!!	Well, I-I might've said supergay.	You totally screwed him over.	anger	fear	anger	[1, 0, 1]	0	You told him to play the boxer gay!! You totally screwed him over.	Well, I-I might've said supergay.	You told him to play the boxer gay!! Well, I-I might've said supergay. You totally screwed him over.	['anger', 'fear', 'anger']	"[['Chandler', 'You told him to play the boxer gay!!'], ['Joey', ""Well, I-I might've said supergay.""], ['Chandler', 'You totally screwed him over.']]"
5542	Joey	Jester	All right, Jester man, look we wanna see the king.	Nobody sees the king!	Oh-ho-kay, I'm talking to the king.	anger	anger	anger	[1, 0, 1]	1	All right, Jester man, look we wanna see the king. Oh-ho-kay, I'm talking to the king.	Nobody sees the king!	All right, Jester man, look we wanna see the king. Nobody sees the king! Oh-ho-kay, I'm talking to the king.	['anger', 'anger', 'anger']	"[['Joey', 'All right, Jester man, look we wanna see the king.'], ['Jester', 'Nobody sees the king!'], ['Joey', ""Oh-ho-kay, I'm talking to the king.""]]"
5543	Rachel	Gunther	What?	Rachel?	Yeah.	neutral	neutral	neutral	[1, 0, 1]	0	What? Yeah.	Rachel?	What? Rachel? Yeah.	['neutral', 'neutral', 'neutral']	[['Rachel', 'What?'], ['Gunther', 'Rachel?'], ['Rachel', 'Yeah.']]
5544	Ross	Chandler	I know. I feel horrible. Okay.	Says here that a muppet got whacked on Seasame Street last night. Where exactly were around ten-ish?	Well, I'm gonna go see her. I want to bring her something, what do you think she'll like?	sadness	neutral	fear	[1, 0, 1]	0	I know. I feel horrible. Okay. Well, I'm gonna go see her. I want to bring her something, what do you think she'll like?	Says here that a muppet got whacked on Seasame Street last night. Where exactly were around ten-ish?	I know. I feel horrible. Okay. Says here that a muppet got whacked on Seasame Street last night. Where exactly were around ten-ish? Well, I'm gonna go see her. I want to bring her something, what do you think she'll like?	['sadness', 'neutral', 'fear']	"[['Ross', 'I know. I feel horrible. Okay.'], ['Chandler', 'Says here that a muppet got whacked on Seasame Street last night. Where exactly were around ten-ish?'], ['Ross', ""Well, I'm gonna go see her. I want to bring her something, what do you think she'll like?""]]"
5545	Joey	Phoebe	And I gotta go sell some Christmas trees.	Have fun. Oh wait, no, don't! I forgot I am totally against that now.	What? Me having a job?	neutral	anger	fear	[1, 0, 1]	1	And I gotta go sell some Christmas trees. What? Me having a job?	Have fun. Oh wait, no, don't! I forgot I am totally against that now.	And I gotta go sell some Christmas trees. Have fun. Oh wait, no, don't! I forgot I am totally against that now. What? Me having a job?	['neutral', 'anger', 'fear']	"[['Joey', 'And I gotta go sell some Christmas trees.'], ['Phoebe', ""Have fun. Oh wait, no, don't! I forgot I am totally against that now.""], ['Joey', 'What? Me having a job?']]"
5546	Phoebe	Joey	Have fun. Oh wait, no, don't! I forgot I am totally against that now.	What? Me having a job?	No, no, I am against innocent trees being cut down in their prime, and their, their corpses grotesquely dressed in like tinsel and twinkly lights. Hey, how do you sleep at night?	anger	fear	anger	[1, 0, 1]	0	Have fun. Oh wait, no, don't! I forgot I am totally against that now. No, no, I am against innocent trees being cut down in their prime, and their, their corpses grotesquely dressed in like tinsel and twinkly lights. Hey, how do you sleep at night?	What? Me having a job?	Have fun. Oh wait, no, don't! I forgot I am totally against that now. What? Me having a job? No, no, I am against innocent trees being cut down in their prime, and their, their corpses grotesquely dressed in like tinsel and twinkly lights. Hey, how do you sleep at night?	['anger', 'fear', 'anger']	"[['Phoebe', ""Have fun. Oh wait, no, don't! I forgot I am totally against that now.""], ['Joey', 'What? Me having a job?'], ['Phoebe', 'No, no, I am against innocent trees being cut down in their prime, and their, their corpses grotesquely dressed in like tinsel and twinkly lights. Hey, how do you sleep at night?']]"
5547	Ross	Sarah	Huh. Well, good luck to Dad. Say, how many more boxes would you have to sell in order to win?	The girl who won last year sold four hundred and seventy-five.	Yeah.	neutral	neutral	neutral	[1, 0, 1]	0	Huh. Well, good luck to Dad. Say, how many more boxes would you have to sell in order to win? Yeah.	The girl who won last year sold four hundred and seventy-five.	Huh. Well, good luck to Dad. Say, how many more boxes would you have to sell in order to win? The girl who won last year sold four hundred and seventy-five. Yeah.	['neutral', 'neutral', 'neutral']	[['Ross', 'Huh. Well, good luck to Dad. Say, how many more boxes would you have to sell in order to win?'], ['Sarah', 'The girl who won last year sold four hundred and seventy-five.'], ['Ross', 'Yeah.']]
5548	Ross	Sarah	Yeah.	So far, I've sold seventy-five.	Four hundred, huh? Well, that sounds do-able. How much are the boxes?	neutral	neutral	fear	[1, 0, 1]	0	Yeah. Four hundred, huh? Well, that sounds do-able. How much are the boxes?	So far, I've sold seventy-five.	Yeah. So far, I've sold seventy-five. Four hundred, huh? Well, that sounds do-able. How much are the boxes?	['neutral', 'neutral', 'fear']	"[['Ross', 'Yeah.'], ['Sarah', ""So far, I've sold seventy-five.""], ['Ross', 'Four hundred, huh? Well, that sounds do-able. How much are the boxes?']]"
5549	Ross	Sarah	Four hundred, huh? Well, that sounds do-able. How much are the boxes?	Five dollars a box.	And what is second prize?	fear	joy	fear	[1, 0, 1]	0	Four hundred, huh? Well, that sounds do-able. How much are the boxes? And what is second prize?	Five dollars a box.	Four hundred, huh? Well, that sounds do-able. How much are the boxes? Five dollars a box. And what is second prize?	['fear', 'joy', 'fear']	[['Ross', 'Four hundred, huh? Well, that sounds do-able. How much are the boxes?'], ['Sarah', 'Five dollars a box.'], ['Ross', 'And what is second prize?']]
5550	Ross	Woman	No, hi, I'm, I'm an honorary Brown Bird	What does that mean?	Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.	joy	fear	neutral	[1, 0, 1]	0	No, hi, I'm, I'm an honorary Brown Bird Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.	What does that mean?	No, hi, I'm, I'm an honorary Brown Bird What does that mean? Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.	['joy', 'fear', 'neutral']	"[['Ross', ""No, hi, I'm, I'm an honorary Brown Bird""], ['Woman', 'What does that mean?'], ['Ross', ""Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.""]]"
5551	Ross	Woman	Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.	I can dial 9-1-1 at the touch of a button, y'know. Now, go away!	No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world.	neutral	anger	fear	[1, 0, 1]	0	Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs. No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world.	I can dial 9-1-1 at the touch of a button, y'know. Now, go away!	Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs. I can dial 9-1-1 at the touch of a button, y'know. Now, go away! No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world.	['neutral', 'anger', 'fear']	"[['Ross', ""Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.""], ['Woman', ""I can dial 9-1-1 at the touch of a button, y'know. Now, go away!""], ['Ross', ""No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world.""]]"
5552	Ross	Woman	No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world.	I'm pressing, a policeman is on his way.	Okay, okay! I'm going. I'm going.	fear	anger	fear	[1, 0, 1]	0	No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world. Okay, okay! I'm going. I'm going.	I'm pressing, a policeman is on his way.	No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world. I'm pressing, a policeman is on his way. Okay, okay! I'm going. I'm going.	['fear', 'anger', 'fear']	"[['Ross', ""No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world.""], ['Woman', ""I'm pressing, a policeman is on his way.""], ['Ross', ""Okay, okay! I'm going. I'm going.""]]"
5553	Ross	Woman	Okay, okay! I'm going. I'm going.	I can still see you!	All right!!	fear	anger	anger	[1, 0, 1]	0	Okay, okay! I'm going. I'm going. All right!!	I can still see you!	Okay, okay! I'm going. I'm going. I can still see you! All right!!	['fear', 'anger', 'anger']	"[['Ross', ""Okay, okay! I'm going. I'm going.""], ['Woman', 'I can still see you!'], ['Ross', 'All right!!']]"
5554	Joey	Phoebe	Well, they go into the chipper.	Why, do I have a feeling that's not as happy as it sounds? No! Nooooo!!!	Hey! Hey!!	neutral	fear	fear	[1, 0, 1]	1	Well, they go into the chipper. Hey! Hey!!	Why, do I have a feeling that's not as happy as it sounds? No! Nooooo!!!	Well, they go into the chipper. Why, do I have a feeling that's not as happy as it sounds? No! Nooooo!!! Hey! Hey!!	['neutral', 'fear', 'fear']	"[['Joey', 'Well, they go into the chipper.'], ['Phoebe', ""Why, do I have a feeling that's not as happy as it sounds? No! Nooooo!!!""], ['Joey', 'Hey! Hey!!']]"
5555	Joey	Guy	Yeah, the ah, trees that don't fulfil their Christmas destiny are thrown in the chipper.	I-I think I'm gonna look around a little bit more.	Pheebs, you gotta stop this, I working on commission here.	sadness	fear	anger	[1, 0, 1]	1	Yeah, the ah, trees that don't fulfil their Christmas destiny are thrown in the chipper. Pheebs, you gotta stop this, I working on commission here.	I-I think I'm gonna look around a little bit more.	Yeah, the ah, trees that don't fulfil their Christmas destiny are thrown in the chipper. I-I think I'm gonna look around a little bit more. Pheebs, you gotta stop this, I working on commission here.	['sadness', 'fear', 'anger']	"[['Joey', ""Yeah, the ah, trees that don't fulfil their Christmas destiny are thrown in the chipper.""], ['Guy', ""I-I think I'm gonna look around a little bit more.""], ['Joey', 'Pheebs, you gotta stop this, I working on commission here.']]"
5556	Ross	Leader	I don't have too. I can just look at you.	All right girls, and man. Let's see your final tallies. Ohhhh, Debbie, 321 boxes of cookies, Very nice.	Not nice enough.	joy	neutral	fear	[1, 0, 1]	0	I don't have too. I can just look at you. Not nice enough.	All right girls, and man. Let's see your final tallies. Ohhhh, Debbie, 321 boxes of cookies, Very nice.	I don't have too. I can just look at you. All right girls, and man. Let's see your final tallies. Ohhhh, Debbie, 321 boxes of cookies, Very nice. Not nice enough.	['joy', 'neutral', 'fear']	"[['Ross', ""I don't have too. I can just look at you.""], ['Leader', ""All right girls, and man. Let's see your final tallies. Ohhhh, Debbie, 321 boxes of cookies, Very nice.""], ['Ross', 'Not nice enough.']]"
5557	Ross	Leader	Good for a scrud.	Oh, yes Elizabeth. Ah, 871.	That's crap!! Sister Brown Bird. Good going.	joy	neutral	joy	[1, 0, 1]	0	Good for a scrud. That's crap!! Sister Brown Bird. Good going.	Oh, yes Elizabeth. Ah, 871.	Good for a scrud. Oh, yes Elizabeth. Ah, 871. That's crap!! Sister Brown Bird. Good going.	['joy', 'neutral', 'joy']	"[['Ross', 'Good for a scrud.'], ['Leader', 'Oh, yes Elizabeth. Ah, 871.'], ['Ross', ""That's crap!! Sister Brown Bird. Good going.""]]"
5558	Ross	Leader	Hi there!	Hi. And batting for Sarah, Ross Geller, 872. Although, it looks like you bought an awful lot of cookies yourself.	Um, that is because my doctor says that I have a very serious.... nuget.... diffency.	joy	joy	fear	[1, 0, 1]	0	Hi there! Um, that is because my doctor says that I have a very serious.... nuget.... diffency.	Hi. And batting for Sarah, Ross Geller, 872. Although, it looks like you bought an awful lot of cookies yourself.	Hi there! Hi. And batting for Sarah, Ross Geller, 872. Although, it looks like you bought an awful lot of cookies yourself. Um, that is because my doctor says that I have a very serious.... nuget.... diffency.	['joy', 'joy', 'fear']	[['Ross', 'Hi there!'], ['Leader', 'Hi. And batting for Sarah, Ross Geller, 872. Although, it looks like you bought an awful lot of cookies yourself.'], ['Ross', 'Um, that is because my doctor says that I have a very serious.... nuget.... diffency.']]
5559	Chandler	Ross	Tell us what happened, Brown Bird Ross.	Well, I lost. Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S. Nimitz, and sold over 2,000 boxes.	Hey! How'd the interview go?	neutral	sadness	joy	[1, 0, 1]	0	Tell us what happened, Brown Bird Ross. Hey! How'd the interview go?	Well, I lost. Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S. Nimitz, and sold over 2,000 boxes.	Tell us what happened, Brown Bird Ross. Well, I lost. Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S. Nimitz, and sold over 2,000 boxes. Hey! How'd the interview go?	['neutral', 'sadness', 'joy']	"[['Chandler', 'Tell us what happened, Brown Bird Ross.'], ['Ross', 'Well, I lost. Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S. Nimitz, and sold over 2,000 boxes.'], ['Chandler', ""Hey! How'd the interview go?""]]"
